Sigla,Código,Município,Renda per capita média,Ano
RS,4315008,Porto Lucena,"621,82",
RS,4315057,Porto Mauá,"524,57",
RS,4315073,Porto Vera Cruz,"490,03",
RS,4315107,Porto Xavier,"574,32",
RS,4315131,Pouso Novo,"935,9",
RS,4315149,Presidente Lucena,"739,9",
RS,4315156,Progresso,"643,93",
RS,4315172,Protásio Alves,"972,84",
RS,4315206,Putinga,"826,94",
RS,4315305,Quaraí,"528,64",
RS,4315313,Quatro Irmãos,"602,95",
RS,4315321,Quevedos,"509,07",
RS,4315354,Quinze de Novembro,"1046,11",
RS,4315404,Redentora,"346,4",
RS,4315453,Relvado,"935,8",
RS,4315503,Restinga Seca,"660,14",
RS,4315552,Rio dos Índios,"442,12",
RS,4315602,Rio Grande,"859,2",
RS,4315701,Rio Pardo,"633,1",
RS,4315750,Riozinho,"587,62",
RS,4315800,Roca Sales,"865,23",
RS,4315909,Rodeio Bonito,"767,63",
RS,4315958,Rolador,"537,31",
RS,4316006,Rolante,"656,75",
RS,4316105,Ronda Alta,"746,52",
RS,4316204,Rondinha,"1022,85",
RS,4316303,Roque Gonzales,"575,83",
RS,4316402,Rosário do Sul,"643,97",
RS,4316428,Sagrada Família,"513,97",
RS,4316436,Saldanha Marinho,"823,55",
RS,4316451,Salto do Jacuí,"596,84",
RS,4316477,Salvador das Missões,"663,26",
RS,4316501,Salvador do Sul,"852,02",
RS,4316600,Sananduva,"931,29",
RS,4316709,Santa Bárbara do Sul,"689,09",
RS,4316733,Santa Cecília do Sul,"1029,23",
RS,4316758,Santa Clara do Sul,"833,67",
RS,4316808,Santa Cruz do Sul,"1036,87",
RS,4316907,Santa Maria,"1127,25",
RS,4316956,Santa Maria do Herval,"689,47",
RS,4316972,Santa Margarida do Sul,"588,3",
RS,4317004,Santana da Boa Vista,"404,01",
RS,4317103,Santana do Livramento,"685,04",
RS,4317202,Santa Rosa,"863,61",
RS,4317251,Santa Tereza,"935,56",
RS,4317301,Santa Vitória do Palmar,"657,76",
RS,4317400,Santiago,"828,78",
RS,4317509,Santo Ângelo,"936,27",
RS,4317558,Santo Antônio do Palma,"1069,61",
RS,4317608,Santo Antônio da Patrulha,"696,41",
RS,4317707,Santo Antônio das Missões,"522,77",
RS,4317756,Santo Antônio do Planalto,"626,67",
RS,4317806,Santo Augusto,"866,86",
RS,4317905,Santo Cristo,"832,4",
RS,4317954,Santo Expedito do Sul,"547,94",
RS,4318002,São Borja,"705,72",
RS,4318051,São Domingos do Sul,"1025,84",
RS,4318101,São Francisco de Assis,"553,81",
RS,4318200,São Francisco de Paula,"628,15",
RS,4318309,São Gabriel,"667,06",
RS,4318408,São Jerônimo,"768,93",
RS,4318424,São João da Urtiga,"632,23",
RS,4318432,São João do Polêsine,"841,33",
RS,4318440,São Jorge,"853,6",
RS,4318457,São José das Missões,"462,15",
RS,4318465,São José do Herval,"626,93",
RS,4318481,São José do Hortêncio,"693,46",
RS,4318499,São José do Inhacorá,"720,69",
RS,4318507,São José do Norte,"493,78",
RS,4318606,São José do Ouro,"901,51",
RS,4318614,São José do Sul,"989,48",
RS,4318622,São José dos Ausentes,"529,71",
RS,4318705,São Leopoldo,"939,93",
RS,4318804,São Lourenço do Sul,"713,88",
RS,4318903,São Luiz Gonzaga,"698,77",
RS,4319000,São Marcos,"991,51",
RS,4319109,São Martinho,"771,81",
RS,4319125,São Martinho da Serra,"482,31",
RS,4319158,São Miguel das Missões,"531,71",
RS,4319208,São Nicolau,"479,55",
RS,4319307,São Paulo das Missões,"577,86",
RS,4319356,São Pedro da Serra,"842,22",
RS,4319364,São Pedro das Missões,"441,36",
RS,4319372,São Pedro do Butiá,"905,55",
RS,4319406,São Pedro do Sul,"614,89",
RS,4319505,São Sebastião do Caí,"772,04",
RS,4319604,São Sepé,"656,77",
RS,4319703,São Valentim,"826,2",
RS,4319711,São Valentim do Sul,"1000,93",
RS,4319737,São Valério do Sul,"530,07",
RS,4319752,São Vendelino,"814,28",
RS,4319802,São Vicente do Sul,"614,13",
RS,4319901,Sapiranga,"713,99",
RS,4320008,Sapucaia do Sul,"733,28",
RS,4320107,Sarandi,"1000,86",
RS,4320206,Seberi,"645,51",
RS,4320230,Sede Nova,"856,09",
RS,4320263,Segredo,"528,42",
RS,4320305,Selbach,"1055,91",
RS,4320321,Senador Salgado Filho,"628,28",
RS,4320354,Sentinela do Sul,"519,1",
RS,4320404,Serafina Corrêa,"877,24",
RS,4320453,Sério,"606,03",
RS,4320503,Sertão,"827,95",
RS,4320552,Sertão Santana,"783,19",
RS,4320578,Sete de Setembro,"557,15",
RS,4320602,Severiano de Almeida,"791,5",
RS,4320651,Silveira Martins,"817,67",
RS,4320677,Sinimbu,"610,76",
RS,4320701,Sobradinho,"775,79",
RS,4320800,Soledade,"737,92",
RS,4320859,Tabaí,"599,99",
RS,4320909,Tapejara,"922,28",
RS,4321006,Tapera,"812,48",
RS,4321105,Tapes,"620,13",
RS,4321204,Taquara,"871,42",
RS,4321303,Taquari,"786,91",
RS,4321329,Taquaruçu do Sul,"954,19",
RS,4321352,Tavares,"594,12",
RS,4321402,Tenente Portela,"659,27",
RS,4321436,Terra de Areia,"620,36",
RS,4321451,Teutônia,"854,63",
RS,4321469,Tio Hugo,"660,04",
RS,4321477,Tiradentes do Sul,"644,85",
RS,4321493,Toropi,"551,5",
RS,4321501,Torres,"853,62",
RS,4321600,Tramandaí,"737,84",
RS,4321626,Travesseiro,"777,34",
RS,4321634,Três Arroios,"1518,78",
RS,4321667,Três Cachoeiras,"713,83",
RS,4321709,Três Coroas,"799,41",
RS,4321808,Três de Maio,"881,15",
RS,4321832,Três Forquilhas,"489,32",
RS,4321857,Três Palmeiras,"835,88",
RS,4321907,Três Passos,"823,33",
RS,4321956,Trindade do Sul,"532,27",
RS,4322004,Triunfo,"695,08",
RS,4322103,Tucunduva,"839,53",
RS,4322152,Tunas,"482,5",
RS,4322186,Tupanci do Sul,"577,85",
RS,4322202,Tupanciretã,"708,79",
RS,4322251,Tupandi,"808,39",
RS,4322301,Tuparendi,"768,25",
RS,4322327,Turuçu,"566,71",
RS,4322343,Ubiretama,"590,64",
RS,4322350,União da Serra,"1068,08",
RS,4322376,Unistalda,"392,38",
RS,4322400,Uruguaiana,"714,26",
RS,4322509,Vacaria,"797,86",
RS,4322525,Vale Verde,"503,24",
RS,4322533,Vale do Sol,"553,23",
RS,4322541,Vale Real,"795,41",
RS,4322558,Vanini,"780,56",
RS,4322608,Venâncio Aires,"779,48",
RS,4322707,Vera Cruz,"790,95",
RS,4322806,Veranópolis,"1141,67",
RS,4322855,Vespasiano Correa,"895,32",
RS,4322905,Viadutos,"683,03",
RS,4323002,Viamão,"707,05",
RS,4323101,Vicente Dutra,"475,13",
RS,4323200,Victor Graeff,"989,66",
RS,4323309,Vila Flores,"728,71",
RS,4323358,Vila Lângaro,"902,87",
RS,4323408,Vila Maria,"1101,27",
RS,4323457,Vila Nova do Sul,"442,26",
RS,4323507,Vista Alegre,"905,87",
RS,4323606,Vista Alegre do Prata,"1231,8",
RS,4323705,Vista Gaúcha,"990,13",
RS,4323754,Vitória das Missões,"482,44",
RS,4323770,Westfalia,"1136,67",
RS,4323804,Xangri-lá,"798,62",
RS,4399919,Santa Cristina do Pinhal,,
RS,4399929,Santa Izabel,,
SC,4200051,Abdon Batista,"485,35",
SC,4200101,Abelardo Luz,"562,88",
SC,4200200,Agrolândia,"739,1",
SC,4200309,Agronômica,"985,65",
SC,4200408,Água Doce,"722,21",
SC,4200507,Águas de Chapecó,"673,13",
SC,4200556,Águas Frias,"743,13",
SC,4200606,Águas Mornas,"754,54",
SC,4200705,Alfredo Wagner,"630,54",
SC,4200754,Alto Bela Vista,"770,49",
SC,4200804,Anchieta,"636,15",
SC,4200903,Angelina,"618,55",
SC,4201000,Anita Garibaldi,"506,94",
SC,4201109,Anitápolis,"620,8",
SC,4201208,Antônio Carlos,"952,53",
SC,4201257,Apiúna,"776,69",
SC,4201273,Arabutã,"820,78",
SC,4201307,Araquari,"609,76",
SC,4201406,Araranguá,"827,2",
SC,4201505,Armazém,"814,95",
SC,4201604,Arroio Trinta,"1029,14",
SC,4201653,Arvoredo,"675,6",
SC,4201703,Ascurra,"793,09",
SC,4201802,Atalanta,"781,32",
SC,4201901,Aurora,"841,85",
SC,4201950,Balneário Arroio do Silva,"866,42",
SC,4202008,Balneário Camboriú,"1625,59",
SC,4202057,Balneário Barra do Sul,"676,33",
SC,4202073,Balneário Gaivota,"768,73",
SC,4202081,Bandeirante,"534,25",
SC,4202099,Barra Bonita,"594,28",
SC,4202107,Barra Velha,"773,05",
SC,4202131,Bela Vista do Toldo,"389,28",
SC,4202156,Belmonte,"620,67",
SC,4202206,Benedito Novo,"717,89",
SC,4202305,Biguaçu,"764,37",
SC,4202404,Blumenau,"1253,17",
SC,4202438,Bocaina do Sul,"434,87",
SC,4202453,Bombinhas,"865,15",
SC,4202503,Bom Jardim da Serra,"665,6",
SC,4202537,Bom Jesus,"798,97",
SC,4202578,Bom Jesus do Oeste,"728,09",
SC,4202602,Bom Retiro,"638,85",
SC,4202701,Botuverá,"805,77",
SC,4202800,Braço do Norte,"831,77",
SC,4202859,Braço do Trombudo,"941,12",
SC,4202875,Brunópolis,"446,48",
SC,4202909,Brusque,"1116,93",
SC,4203006,Caçador,"744,28",
SC,4203105,Caibi,"783,57",
SC,4203154,Calmon,"373,86",
SC,4203204,Camboriú,"781,76",
SC,4203253,Capão Alto,"550,84",
SC,4203303,Campo Alegre,"539,9",
SC,4203402,Campo Belo do Sul,"450,29",
SC,4203501,Campo Erê,"631,08",
SC,4203600,Campos Novos,"708,77",
SC,4203709,Canelinha,"721,27",
SC,4203808,Canoinhas,"692,87",
SC,4203907,Capinzal,"811,66",
SC,4203956,Capivari de Baixo,"723,04",
SC,4204004,Catanduvas,"717,59",
SC,4204103,Caxambu do Sul,"730,36",
SC,4204152,Celso Ramos,"458,62",
SC,4204178,Cerro Negro,"414,6",
SC,4204194,Chapadão do Lageado,"549,08",
SC,4204202,Chapecó,"1017,34",
SC,4204251,Cocal do Sul,"833,24",
SC,4204301,Concórdia,"1009,49",
SC,4204350,Cordilheira Alta,"773,44",
SC,4204400,Coronel Freitas,"759,01",
SC,4204459,Coronel Martins,"543,22",
SC,4204509,Corupá,"951,63",
SC,4204558,Correia Pinto,"628,18",
SC,4204608,Criciúma,"1062,53",
SC,4204707,Cunha Porã,"821,86",
SC,4204756,Cunhataí,"1009,05",
SC,4204806,Curitibanos,"687,47",
SC,4204905,Descanso,"804,31",
SC,4205001,Dionísio Cerqueira,"636,41",
SC,4205100,Dona Emma,"918,49",
SC,4205159,Doutor Pedrinho,"679,44",
SC,4205175,Entre Rios,"423,63",
SC,4205191,Ermo,"655,45",
SC,4205209,Erval Velho,"780,33",
SC,4205308,Faxinal dos Guedes,"828,49",
SC,4205357,Flor do Sertão,"778,06",
SC,4205407,Florianópolis,"1798,12",
SC,4205431,Formosa do Sul,"744,5",
SC,4205456,Forquilhinha,"870,85",
SC,4205506,Fraiburgo,"673,84",
SC,4205555,Frei Rogério,"498,33",
SC,4205605,Galvão,"638,12",
SC,4205704,Garopaba,"784,88",
SC,4205803,Garuva,"691,98",
SC,4205902,Gaspar,"964,36",
SC,4206009,Governador Celso Ramos,"784,5",
SC,4206108,Grão Pará,"845,01",
SC,4206207,Gravatal,"730,8",
SC,4206306,Guabiruba,"851,75",
SC,4206405,Guaraciaba,"873,67",
SC,4206504,Guaramirim,"842,24",
SC,4206603,Guarujá do Sul,"759,66",
SC,4206652,Guatambú,"687,32",
SC,4206702,Herval d'Oeste,"799,29",
SC,4206751,Ibiam,"786,22",
SC,4206801,Ibicaré,"768,67",
SC,4206900,Ibirama,"844,25",
SC,4207007,Içara,"759,54",
SC,4207106,Ilhota,"853,29",
SC,4207205,Imaruí,"516,73",
SC,4207304,Imbituba,"768,81",
SC,4207403,Imbuia,"688,57",
SC,4207502,Indaial,"945,33",
SC,4207577,Iomerê,"873,9",
SC,4207601,Ipira,"725,68",
SC,4207650,Iporã do Oeste,"815,06",
SC,4207684,Ipuaçu,"530,81",
SC,4207700,Ipumirim,"837,81",
SC,4207759,Iraceminha,"663,24",
SC,4207809,Irani,"686,25",
SC,4207858,Irati,"601,25",
SC,4207908,Irineópolis,"708,34",
SC,4208005,Itá,"836,69",
SC,4208104,Itaiópolis,"625,36",
SC,4208203,Itajaí,1014,
SC,4208302,Itapema,"1078,48",
SC,4208401,Itapiranga,"942,44",
SC,4208450,Itapoá,"793,24",
SC,4208500,Ituporanga,"844,05",
SC,4208609,Jaborá,"831,84",
SC,4208708,Jacinto Machado,"655,7",
SC,4208807,Jaguaruna,"701,05",
SC,4208906,Jaraguá do Sul,"1111,85",
SC,4208955,Jardinópolis,"654,02",
SC,4209003,Joaçaba,"1338,5",
SC,4209102,Joinville,"1126,74",
SC,4209151,José Boiteux,"580,97",
SC,4209177,Jupiá,654,
SC,4209201,Lacerdópolis,"925,08",
SC,4209300,Lages,"878,34",
SC,4209409,Laguna,"684,42",
SC,4209458,Lajeado Grande,"850,34",
SC,4209508,Laurentino,"810,58",
SC,4209607,Lauro Muller,"678,67",
SC,4209706,Lebon Régis,"409,05",
SC,4209805,Leoberto Leal,"800,32",
SC,4209854,Lindóia do Sul,"836,32",
SC,4209904,Lontras,"773,05",
SC,4210001,Luiz Alves,"937,32",
SC,4210035,Luzerna,"1030,37",
SC,4210050,Macieira,"533,9",
SC,4210100,Mafra,"789,53",
SC,4210209,Major Gercino,"789,61",
SC,4210308,Major Vieira,"465,76",
SC,4210407,Maracajá,"861,85",
SC,4210506,Maravilha,"896,02",
SC,4210555,Marema,"840,58",
SC,4210605,Massaranduba,"847,63",
SC,4210704,Matos Costa,"402,83",
SC,4210803,Meleiro,"768,23",
SC,4210852,Mirim Doce,"560,66",
SC,4210902,Modelo,"858,23",
SC,4211009,Mondaí,"741,84",
SC,4211058,Monte Carlo,"449,82",
SC,4211108,Monte Castelo,"432,84",
SC,4211207,Morro da Fumaça,"759,25",
SC,4211256,Morro Grande,"809,37",
SC,4211306,Navegantes,"756,39",
SC,4211405,Nova Erechim,"944,83",
SC,4211454,Nova Itaberaba,"868,83",
SC,4211504,Nova Trento,"847,77",
SC,4211603,Nova Veneza,"805,79",
SC,4211652,Novo Horizonte,"623,51",
SC,4211702,Orleans,"844,35",
SC,4211751,Otacílio Costa,"677,67",
SC,4211801,Ouro,"987,45",
SC,4211850,Ouro Verde,"607,09",
SC,4211876,Paial,"644,16",
SC,4211892,Painel,"511,7",
SC,4211900,Palhoça,"862,74",
SC,4212007,Palma Sola,"623,64",
SC,4212056,Palmeira,"471,82",
SC,4212106,Palmitos,"887,5",
SC,4212205,Papanduva,"589,35",
SC,4212239,Paraíso,"743,76",
SC,4212254,Passo de Torres,"602,85",
SC,4212270,Passos Maia,"450,78",
SC,4212304,Paulo Lopes,"650,58",
SC,4212403,Pedras Grandes,"683,36",
SC,4212502,Penha,"793,53",
SC,4212601,Peritiba,"918,86",
SC,4212650,Pescaria Brava,,
SC,4212700,Petrolândia,"799,56",
SC,4212809,Piçarras,"826,13",
SC,4212908,Pinhalzinho,"893,85",
SC,4213005,Pinheiro Preto,"917,64",
SC,4213104,Piratuba,"779,57",
SC,4213153,Planalto Alegre,"754,11",
SC,4213203,Pomerode,"1022,91",
SC,4213302,Ponte Alta,"503,47",
SC,4213351,Ponte Alta do Norte,"490,45",
SC,4213401,Ponte Serrada,"586,05",
SC,4213500,Porto Belo,"850,99",
SC,4213609,Porto União,"864,41",
SC,4213708,Pouso Redondo,"742,15",
SC,4213807,Praia Grande,"591,62",
SC,4213906,Presidente Castelo Branco,"1255,85",
SC,4214003,Presidente Getúlio,"928,86",
SC,4214102,Presidente Nereu,"934,37",
SC,4214151,Princesa,"626,1",
SC,4214201,Quilombo,"672,58",
SC,4214300,Rancho Queimado,"813,8",
SC,4214409,Rio das Antas,"737,53",
SC,4214508,Rio do Campo,"803,46",
SC,4214607,Rio do Oeste,"957,34",
SC,4214706,Rio dos Cedros,"795,95",
SC,4214805,Rio do Sul,"1114,31",
SC,4214904,Rio Fortuna,"1570,51",
SC,4215000,Rio Negrinho,"664,58",
SC,4215059,Rio Rufino,"463,38",
SC,4215075,Riqueza,"629,81",
SC,4215109,Rodeio,"958,15",
SC,4215208,Romelândia,"791,78",
SC,4215307,Salete,"784,32",
SC,4215356,Saltinho,"427,12",
SC,4215406,Salto Veloso,"1011,21",
SC,4215455,Sangão,"730,38",
SC,4215505,Santa Cecília,"610,94",
SC,4215554,Santa Helena,"644,48",
SC,4215604,Santa Rosa de Lima,"731,43",
SC,4215653,Santa Rosa do Sul,"630,29",
SC,4215679,Santa Terezinha,"421,9",
SC,4215687,Santa Terezinha do Progresso,"572,73",
SC,4215695,Santiago do Sul,756,
SC,4215703,Santo Amaro da Imperatriz,"867,13",
SC,4215752,São Bernardino,"465,1",
SC,4215802,São Bento do Sul,"923,29",
SC,4215901,São Bonifácio,"745,72",
SC,4216008,São Carlos,"924,02",
SC,4216057,São Cristovão do Sul,"507,73",
SC,4216107,São Domingos,"956,19",
SC,4216206,São Francisco do Sul,"801,49",
SC,4216255,São João do Oeste,"881,09",
SC,4216305,São João Batista,"794,12",
SC,4216354,São João do Itaperiú,"680,25",
SC,4216404,São João do Sul,"558,4",
SC,4216503,São Joaquim,"641,75",
SC,4216602,São José,"1157,43",
SC,4216701,São José do Cedro,"866,73",
SC,4216800,São José do Cerrito,"375,44",
SC,4216909,São Lourenço do Oeste,"841,27",
SC,4217006,São Ludgero,"884,18",
SC,4217105,São Martinho,"870,77",
SC,4217154,São Miguel da Boa Vista,"767,85",
SC,4217204,São Miguel do Oeste,"1072,6",
SC,4217253,São Pedro de Alcântara,"887,7",
SC,4217303,Saudades,"719,94",
SC,4217402,Schroeder,"852,5",
SC,4217501,Seara,"1188,18",
SC,4217550,Serra Alta,"893,35",
SC,4217600,Siderópolis,"855,02",
SC,4217709,Sombrio,"746,69",
SC,4217758,Sul Brasil,"674,87",
SC,4217808,Taió,"848,34",
SC,4217907,Tangará,"840,87",
SC,4217956,Tigrinhos,"579,87",
SC,4218004,Tijucas,"835,48",
SC,4218103,Timbé do Sul,"709,63",
SC,4218202,Timbó,"1214,03",
SC,4218251,Timbó Grande,"412,31",
SC,4218301,Três Barras,"539,69",
SC,4218350,Treviso,"784,39",
SC,4218400,Treze de Maio,"746,89",
SC,4218509,Treze Tílias,"1471,95",
SC,4218608,Trombudo Central,"905,3",
SC,4218707,Tubarão,"1077,62",
SC,4218756,Tunápolis,"742,67",
SC,4218806,Turvo,"810,85",
SC,4218855,União do Oeste,"634,81",
SC,4218905,Urubici,"713,25",
SC,4218954,Urupema,"508,79",
SC,4219002,Urussanga,"883,42",
SC,4219101,Vargeão,"655,53",
SC,4219150,Vargem,"419,74",
SC,4219176,Vargem Bonita,"642,6",
SC,4219200,Vidal Ramos,"744,1",
SC,4219309,Videira,"978,07",
SC,4219358,Vitor Meireles,"599,02",
SC,4219408,Witmarsum,"796,45",
SC,4219507,Xanxerê,"906,11",
SC,4219606,Xavantina,"973,81",
SC,4219705,Xaxim,"783,29",
SC,4219853,Zortéa,"861,63",
SC,4220000,Balneário Rincão,,
SC,4299919,São Miguel,,
SE,2800100,Amparo de São Francisco,"275,32",
SE,2800209,Aquidabã,"282,19",
SE,2800308,Aracaju,"1052,03",
SE,2800407,Arauá,"245,7",
SE,2800506,Areia Branca,"294,32",
SE,2800605,Barra dos Coqueiros,"448,81",
SE,2800670,Boquim,"296,54",
SE,2800704,Brejo Grande,"197,69",
SE,2801009,Campo do Brito,"391,94",
SE,2801108,Canhoba,"249,3",
SE,2801207,Canindé de São Francisco,"270,17",
SE,2801306,Capela,"326,55",
SE,2801405,Carira,"297,74",
SE,2801504,Carmópolis,"385,16",
SE,2801603,Cedro de São João,"352,53",
SE,2801702,Cristinápolis,"229,99",
SE,2801900,Cumbe,"288,67",
SE,2802007,Divina Pastora,"278,62",
SE,2802106,Estância,"395,41",
SE,2802205,Feira Nova,"238,42",
SE,2802304,Frei Paulo,"386,65",
SE,2802403,Gararu,"236,06",
SE,2802502,General Maynard,"354,58",
SE,2802601,Gracho Cardoso,"264,86",
SE,2802700,Ilha das Flores,"195,64",
SE,2802809,Indiaroba,"220,89",
SE,2802908,Itabaiana,"443,39",
SE,2803005,Itabaianinha,"253,22",
SE,2803104,Itabi,"276,77",
SE,2803203,Itaporanga d'Ajuda,"242,62",
SE,2803302,Japaratuba,"296,93",
SE,2803401,Japoatã,"246,68",
SE,2803500,Lagarto,"362,8",
SE,2803609,Laranjeiras,"313,29",
SE,2803708,Macambira,"282,4",
SE,2803807,Malhada dos Bois,"261,05",
SE,2803906,Malhador,"308,04",
SE,2804003,Maruim,"314,55",
SE,2804102,Moita Bonita,"326,89",
SE,2804201,Monte Alegre de Sergipe,"229,3",
SE,2804300,Muribeca,"286,8",
SE,2804409,Neópolis,"286,69",
SE,2804458,Nossa Senhora Aparecida,"289,16",
SE,2804508,Nossa Senhora da Glória,"316,84",
SE,2804607,Nossa Senhora das Dores,"294,53",
SE,2804706,Nossa Senhora de Lourdes,"261,29",
SE,2804805,Nossa Senhora do Socorro,"379,98",
SE,2804904,Pacatuba,"195,47",
SE,2805000,Pedra Mole,"332,75",
SE,2805109,Pedrinhas,"273,91",
SE,2805208,Pinhão,"295,24",
SE,2805307,Pirambu,"257,65",
SE,2805406,Poço Redondo,"202,24",
SE,2805505,Poço Verde,"266,56",
SE,2805604,Porto da Folha,"226,66",
SE,2805703,Propriá,"400,35",
SE,2805802,Riachão do Dantas,"212,37",
SE,2805901,Riachuelo,"317,28",
SE,2806008,Ribeirópolis,"357,17",
SE,2806107,Rosário do Catete,"341,06",
SE,2806206,Salgado,"311,33",
SE,2806305,Santa Luzia do Itanhy,"194,24",
SE,2806404,Santana do São Francisco,"236,25",
SE,2806503,Santa Rosa de Lima,"213,07",
SE,2806602,Santo Amaro das Brotas,"362,46",
SE,2806701,São Cristóvão,"388,36",
SE,2806800,São Domingos,"281,44",
SE,2806909,São Francisco,"267,3",
SE,2807006,São Miguel do Aleixo,"279,25",
SE,2807105,Simão Dias,"293,99",
SE,2807204,Siriri,"268,51",
SE,2807303,Telha,"268,17",
SE,2807402,Tobias Barreto,"353,87",
SE,2807501,Tomar do Geru,"203,09",
SE,2807600,Umbaúba,"272,53",
SP,3500105,Adamantina,"975,43",
SP,3500204,Adolfo,"661,65",
SP,3500303,Aguaí,"636,07",
SP,3500402,Águas da Prata,"853,39",
SP,3500501,Águas de Lindóia,"730,13",
SP,3500550,Águas de Santa Bárbara,"818,15",
SP,3500600,Águas de São Pedro,"1580,72",
SP,3500709,Agudos,"642,59",
SP,3500758,Alambari,"556,36",
SP,3500808,Alfredo Marcondes,"558,38",
SP,3500907,Altair,"616,38",
SP,3501004,Altinópolis,"731,49",
SP,3501103,Alto Alegre,"560,3",
SP,3501152,Alumínio,"747,27",
SP,3501202,Álvares Florence,"627,14",
SP,3501301,Álvares Machado,"672,03",
SP,3501400,Álvaro de Carvalho,"512,99",
SP,3501509,Alvinlândia,"710,49",
SP,3501608,Americana,"1161,68",
SP,3501707,Américo Brasiliense,"659,67",
SP,3501806,Américo de Campos,"686,56",
SP,3501905,Amparo,"1027,6",
SP,3502002,Analândia,"823,33",
SP,3502101,Andradina,"919,36",
SP,3502200,Angatuba,"597,99",
SP,3502309,Anhembi,"554,16",
SP,3502408,Anhumas,"561,82",
SP,3502507,Aparecida,"775,17",
SP,3502606,Aparecida d'Oeste,"611,22",
SP,3502705,Apiaí,"492,43",
SP,3502754,Araçariguama,"691,69",
SP,3502804,Araçatuba,"1036,09",
SP,3502903,Araçoiaba da Serra,"853,87",
SP,3503000,Aramina,"721,56",
SP,3503109,Arandu,"535,27",
SP,3503158,Arapeí,"414,19",
SP,3503208,Araraquara,"1080,66",
SP,3503307,Araras,"921,76",
SP,3503356,Arco-Íris,"520,01",
SP,3503406,Arealva,"697,3",
SP,3503505,Areias,"396,78",
SP,3503604,Areiópolis,"570,09",
SP,3503703,Ariranha,"751,35",
SP,3503802,Artur Nogueira,"823,24",
SP,3503901,Arujá,"910,67",
SP,3503950,Aspásia,"619,43",
SP,3504008,Assis,"967,39",
SP,3504107,Atibaia,"1063,52",
SP,3504206,Auriflama,"829,68",
SP,3504305,Avaí,"531,2",
SP,3504404,Avanhandava,"579,71",
SP,3504503,Avaré,"854,42",
SP,3504602,Bady Bassitt,"783,57",
SP,3504701,Balbinos,"586,02",
SP,3504800,Bálsamo,"832,51",
SP,3504909,Bananal,"595,74",
SP,3505005,Barão de Antonina,"536,63",
SP,3505104,Barbosa,"536,37",
SP,3505203,Bariri,"781,34",
SP,3505302,Barra Bonita,"915,28",
SP,3505351,Barra do Chapéu,"370,97",
SP,3505401,Barra do Turvo,"390,88",
SP,3505500,Barretos,917,
SP,3505609,Barrinha,"668,32",
SP,3505708,Barueri,"1095,84",
SP,3505807,Bastos,"609,76",
SP,3505906,Batatais,"941,79",
SP,3506003,Bauru,"1163,86",
SP,3506102,Bebedouro,"881,64",
SP,3506201,Bento de Abreu,"647,1",
SP,3506300,Bernardino de Campos,"676,6",
SP,3506359,Bertioga,"736,03",
SP,3506409,Bilac,"816,06",
SP,3506508,Birigui,"812,51",
SP,3506607,Biritiba-Mirim,"662,23",
SP,3506706,Boa Esperança do Sul,"593,36",
SP,3506805,Bocaina,"805,99",
SP,3506904,Bofete,"622,11",
SP,3507001,Boituva,"889,51",
SP,3507100,Bom Jesus dos Perdões,"688,02",
SP,3507159,Bom Sucesso de Itararé,"344,32",
SP,3507209,Borá,"670,27",
SP,3507308,Boracéia,"719,42",
SP,3507407,Borborema,"664,64",
SP,3507456,Borebi,"529,08",
SP,3507506,Botucatu,"1089,1",
SP,3507605,Bragança Paulista,"974,08",
SP,3507704,Braúna,"726,71",
SP,3507753,Brejo Alegre,"631,02",
SP,3507803,Brodowski,"787,91",
SP,3507902,Brotas,"722,76",
SP,3508009,Buri,"435,15",
SP,3508108,Buritama,"779,78",
SP,3508207,Buritizal,"817,16",
SP,3508306,Cabrália Paulista,"507,41",
SP,3508405,Cabreúva,"694,03",
SP,3508504,Caçapava,"871,87",
SP,3508603,Cachoeira Paulista,"764,6",
SP,3508702,Caconde,627,
SP,3508801,Cafelândia,"680,71",
SP,3508900,Caiabu,"559,13",
SP,3509007,Caieiras,"800,15",
SP,3509106,Caiuá,"500,47",
SP,3509205,Cajamar,"676,5",
SP,3509254,Cajati,"481,48",
SP,3509304,Cajobi,"679,75",
SP,3509403,Cajuru,"597,11",
SP,3509452,Campina do Monte Alegre,"575,66",
SP,3509502,Campinas,"1390,83",
SP,3509601,Campo Limpo Paulista,"767,85",
SP,3509700,Campos do Jordão,"911,4",
SP,3509809,Campos Novos Paulista,"516,26",
SP,3509908,Cananéia,"540,54",
SP,3509957,Canas,"444,72",
SP,3510005,Cândido Mota,"627,55",
SP,3510104,Cândido Rodrigues,"837,17",
SP,3510153,Canitar,"480,52",
SP,3510203,Capão Bonito,"534,75",
SP,3510302,Capela do Alto,"526,28",
SP,3510401,Capivari,"820,46",
SP,3510500,Caraguatatuba,"773,99",
SP,3510609,Carapicuíba,"712,78",
SP,3510708,Cardoso,"605,99",
SP,3510807,Casa Branca,"737,96",
SP,3510906,Cássia dos Coqueiros,"551,4",
SP,3511003,Castilho,"579,36",
SP,3511102,Catanduva,"945,05",
SP,3511201,Catiguá,"771,78",
SP,3511300,Cedral,"845,41",
SP,3511409,Cerqueira César,"665,36",
SP,3511508,Cerquilho,"894,52",
SP,3511607,Cesário Lange,"684,95",
SP,3511706,Charqueada,"705,01",
SP,3511904,Clementina,"640,87",
SP,3512001,Colina,"706,69",
